,ID,N_VICTIMAS,FECHA,HORA,LUGAR_DEL_HECHO,TIPO_DE_CALLE,COMUNA,COORDENADAS_X,COORDENADAS_Y,PARTICIPANTES,VICTIMA,ACUSADO,AÑO,ROL,SEXO,EDAD,FECHA_FALLECIMIENTO,SEMESTRE
224,2017-0092,1,2017-07-24,22:16:01,AU 25 DE MAYO Y AU FRONDIZI (9 DE JULIO SUR),AUTOPISTA,1,-58.38268809,-34.62282019,PEATON-AUTO,PEATON,AUTO,2017,PEATON,MASCULINO,66,2017-07-24,2
225,2017-0093,1,2017-07-25,16:48:40,AV. LEOPOLDO LUGONES KM 75 ALTURA PUENTE SCALABRINI ORTIZ SENTIDO A CENTRO PORTEÑO,AUTOPISTA,13,-58.43633522,-34.54966288,PEATON-AUTO,PEATON,AUTO,2017,PEATON,MASCULINO,42,2017-07-25,2
226,2017-0094,1,2017-07-27,08:50:00,VICTOR HUGO 2639,CALLE,10,-58.52640838,-34.61765855,BICICLETA-CARGAS,BICICLETA,CARGAS,2017,CICLISTA,FEMENINO,56,2017-07-27,2
227,2017-0095,1,2017-08-06,08:00:00,AV. CORDOBA Y JERONIMO SALGUERO,AVENIDA,14,-58.41894306,-34.59778875,MOTO-AUTO,MOTO,AUTO,2017,CONDUCTOR,MASCULINO,36,2017-08-06,2
228,2017-0096,1,2017-08-07,19:50:00,AV. CABILDO Y NUÑEZ,AVENIDA,13,-58.46756026,-34.54972741,PEATON-PASAJEROS,PEATON,PASAJEROS,2017,PEATON,MASCULINO,87,2017-08-07,2
229,2017-0098,1,2017-08-08,12:10:00,JOSE BONIFACIO 2114,CALLE,7,-58.45715752,-34.63132912,PEATON-AUTO,PEATON,AUTO,2017,PEATON,FEMENINO,61,2017-08-08,2
230,2017-0099,1,2017-08-17,19:45:00,AV. PTE FIGUEROA ALCORTA 5400,AVENIDA,14,-58.42406784,-34.56213916,BICICLETA-AUTO,BICICLETA,AUTO,2017,CICLISTA,MASCULINO,28,2017-08-17,2
231,2017-0100,1,2017-08-21,07:45:00,VENEZUELA 2135,CALLE,3,-58.3967447,-34.61512051,MOTO-OBJETO FIJO,MOTO,OBJETO FIJO,2017,PASAJERO_ACOMPAÑANTE,FEMENINO,16,2017-08-21,2
232,2017-0101,1,2017-08-23,10:00:00,AV. FCO. LACROZE Y ZAPATA,AVENIDA,13,-58.44537508,-34.57084818,MULTIPLE,PEATON,MULTIPLE,2017,PEATON,FEMENINO,61,2017-08-23,2
233,2017-0102,1,2017-08-24,01:10:00,IRIARTE Y ZAVALETA,AVENIDA,4,-58.40056767,-34.6510708,PEATON-CARGAS,PEATON,CARGAS,2017,PEATON,MASCULINO,46,2017-08-24,2
234,2017-0104,1,2017-08-25,09:00:00,AV. 9 DE JULIO Y ESTADOS UNIDOS,AVENIDA,1,-58.38109568,-34.61853244,PEATON-CARGAS,PEATON,CARGAS,2017,PEATON,FEMENINO,18,2017-08-25,2
235,2017-0106,1,2017-08-31,19:50:00,FRAY JUSTO SANTAMARIA DE ORO Y GUEMES,CALLE,14,-58.42533612,-34.58035258,PEATON-PASAJEROS,PEATON,PASAJEROS,2017,PEATON,FEMENINO,85,2017-08-31,2
236,2017-0107,1,2017-09-01,11:30:00,AV. DEL LIBERTADOR Y JARAMILLO,AVENIDA,13,-58.46062311,-34.54395182,MOTO-CARGAS,MOTO,CARGAS,2017,CONDUCTOR,MASCULINO,41,2017-09-01,2
237,2017-0108,2,2017-09-02,04:53:08,AV. GRAL. PAZ Y MACHAIN,GRAL PAZ,12,-58.49491054,-34.54795581,AUTO-OBJETO FIJO,OBJETO FIJO,AUTO,2017,PASAJERO_ACOMPAÑANTE,MASCULINO,17,2017-09-02,2
238,2017-0108,2,2017-09-02,04:53:08,AV. GRAL. PAZ Y MACHAIN,GRAL PAZ,12,-58.49491054,-34.54795581,AUTO-OBJETO FIJO,OBJETO FIJO,AUTO,2017,PASAJERO_ACOMPAÑANTE,MASCULINO,10,2017-09-02,2
239,2017-0109,1,2017-09-04,21:00:00,AV. DIRECTORIO Y PORTELA,AVENIDA,7,-58.47130269,-34.63665402,MOTO-AUTO,MOTO,AUTO,2017,CONDUCTOR,MASCULINO,21,2017-09-05,2
240,2017-0110,1,2017-09-06,14:15:00,LAVALLE Y AV. LEANDRO N ALEM,AVENIDA,1,-58.370488,-34.60189492,PEATON-PASAJEROS,PEATON,PASAJEROS,2017,PEATON,MASCULINO,56,2017-09-07,2
241,2017-0111,1,2017-09-07,18:23:37,USPALLATA Y PIROVANO,CALLE,4,-58.42023854,-34.6423411,PEATON-CARGAS,PEATON,CARGAS,2017,PEATON,FEMENINO,79,2017-09-07,2
242,2017-0112,2,2017-09-10,09:32:17,AU 25 DE MAYO Y AV. VARELA,AUTOPISTA,7,-58.45807401,-34.6399743,AUTO-OBJETO FIJO,AUTO,OBJETO FIJO,2017,PASAJERO_ACOMPAÑANTE,MASCULINO,1,2017-09-10,2
243,2017-0112,2,2017-09-10,09:32:17,AU 25 DE MAYO Y AV. VARELA,AUTOPISTA,7,-58.45807401,-34.6399743,AUTO-OBJETO FIJO,AUTO,OBJETO FIJO,2017,PASAJERO_ACOMPAÑANTE,MASCULINO,42,2017-09-13,2
244,2017-0113,1,2017-09-11,06:30:00,AV. SANTA FE Y MAIPU,AVENIDA,1,-58.37697717,-34.59573848,PEATON-PASAJEROS,PEATON,PASAJEROS,2017,PEATON,FEMENINO,76,2017-09-11,2
245,2017-0114,1,2017-09-15,02:30:00,AV. ALVEAR Y AV. DEL LIBERTADOR,AVENIDA,2,-58.3910058,-34.5849866,AUTO-OBJETO FIJO,AUTO,OBJETO FIJO,2017,CONDUCTOR,MASCULINO,26,2017-09-15,2
246,2017-0115,1,2017-09-19,18:52:33,AV. PAVON Y TREINTA Y TRES ORIENTALES,AVENIDA,5,-58.42182126,-34.63089661,MOTO-BICICLETA,MOTO,BICICLETA,2017,CONDUCTOR,MASCULINO,34,2017-09-19,2
247,2017-0116,1,2017-09-20,22:24:00,COLECTORA AV. GRAL. PAZ 5750,GRAL PAZ,12,-58.51389422,-34.58075791,MOTO-OBJETO FIJO,MOTO,OBJETO FIJO,2017,CONDUCTOR,MASCULINO,22,2017-09-20,2
248,2017-0118,1,2017-09-22,07:02:09,VIEYTES Y CRUZ,AVENIDA,4,-58.37585415,-34.65232158,MOTO-AUTO,MOTO,AUTO,2017,PASAJERO_ACOMPAÑANTE,FEMENINO,26,2017-09-29,2
249,2017-0120,1,2017-10-02,15:55:33,AU DELLEPIANE Y AV. ESCALADA,AUTOPISTA,9,-58.47297505,-34.66245085,MOTO-CARGAS,MOTO,CARGAS,2017,CONDUCTOR,MASCULINO,20,2017-10-02,2
250,2017-0123,1,2017-10-10,01:05:38,ALBARIÑO Y AV. ARGENTINA,AVENIDA,8,-58.46855503,-34.67216349,PEATON-AUTO,PEATON,AUTO,2017,PEATON,FEMENINO,36,2017-10-10,2
251,2017-0124,1,2017-10-12,14:40:28,JUAN RAMIREZ DE VELAZCO 1211,CALLE,15,-58.44254033,-34.59185043,MOTO-PASAJEROS,MOTO,PASAJEROS,2017,CONDUCTOR,MASCULINO,51,2017-10-12,2
252,2017-0125,1,2017-10-13,06:12:20,AV. FERNANDEZ DE LA CRUZ Y LARRAYA,AVENIDA,8,-58.46622247,-34.67926929,MOTO-OBJETO FIJO,MOTO,OBJETO FIJO,2017,CONDUCTOR,MASCULINO,29,2017-10-13,2
253,2017-0126,2,2017-10-14,06:15:00,AV. RIESTRA Y CAÑADA DE GOMEZ,AVENIDA,8,-58.48003734,-34.68148508,AUTO-OBJETO FIJO,AUTO,OBJETO FIJO,2017,PASAJERO_ACOMPAÑANTE,MASCULINO,39,2017-10-14,2
254,2017-0126,2,2017-10-14,06:15:00,AV. RIESTRA Y CAÑADA DE GOMEZ,AVENIDA,8,-58.48003734,-34.68148508,AUTO-OBJETO FIJO,AUTO,OBJETO FIJO,2017,CONDUCTOR,MASCULINO,36,2017-10-14,2
255,2017-0127,1,2017-10-16,07:45:00,GALLO Y AV. CORDOBA,AVENIDA,2,-58.41192137,-34.59800248,MOTO-MOTO,MOTO,MOTO,2017,PASAJERO_ACOMPAÑANTE,MASCULINO,24,2017-10-16,2
256,2017-0128,1,2017-10-17,12:30:00,DR. JUAN F. ARANGUREN 611,CALLE,6,-58.44034689,-34.61349731,PEATON-PASAJEROS,PEATON,PASAJEROS,2017,PEATON,FEMENINO,60,2017-10-17,2
257,2017-0129,1,2017-10-26,19:15:15,AU PERITO MORENO Y AU 25 DE MAYO,AUTOPISTA,9,-58.47155277,-34.64925746,MOTO-PASAJEROS,MOTO,PASAJEROS,2017,CONDUCTOR,MASCULINO,57,2017-10-26,2
258,2017-0130,1,2017-10-27,05:30:00,CHORROARIN Y AV. SAN MARTIN,AVENIDA,15,-58.47883099,-34.59967065,AUTO-CARGAS,AUTO,CARGAS,2017,CONDUCTOR,MASCULINO,23,2017-10-27,2
259,2017-0132,1,2017-10-30,14:00:00,COSQUIN Y AV. CNEL. ROCA,AVENIDA,8,-58.46552171,-34.6937413,MOTO-PASAJEROS,MOTO,PASAJEROS,2017,CONDUCTOR,MASCULINO,23,2017-10-30,2
260,2017-0134,1,2017-11-06,18:00:00,AV. CNEL. ROCA 3555,AVENIDA,8,-58.4423972,-34.66777987,PEATON-PASAJEROS,PEATON,PASAJEROS,2017,PEATON,FEMENINO,47,2017-11-06,2
261,2017-0135,1,2017-11-07,12:14:10,AV. WARNES Y PUNTA ARENAS,AVENIDA,15,-58.47032551,-34.59626814,MOTO-CARGAS,MOTO,CARGAS,2017,CONDUCTOR,MASCULINO,24,2017-11-07,2
262,2017-0136,1,2017-11-16,08:43:00,DEL BARCO CENTENERA Y RABANAL,AVENIDA,4,-58.41827843,-34.65522746,PEATON-PASAJEROS,PEATON,PASAJEROS,2017,PEATON,MASCULINO,55,2017-11-16,2
263,2017-0137,1,2017-11-17,11:45:00,AV. GRAL. ENRIQUE MOSCONI Y SAN NICOLAS,AVENIDA,11,-58.51280715,-34.59279388,PEATON-CARGAS,PEATON,CARGAS,2017,PEATON,FEMENINO,60,2017-11-17,2
264,2017-0138,1,2017-11-19,10:30:00,AV. LAFUENTE Y AV. EVA PERON,AVENIDA,7,-58.46258582,-34.64385704,MOTO-OBJETO FIJO,MOTO,OBJETO FIJO,2017,PASAJERO_ACOMPAÑANTE,MASCULINO,25,2017-11-19,2
265,2017-0139,1,2017-11-19,22:30:00,AV. CNEL. ROCA Y AV. ESCALADA,AVENIDA,8,-58.45064148,-34.68003614,AUTO-OBJETO FIJO,AUTO,OBJETO FIJO,2017,PASAJERO_ACOMPAÑANTE,FEMENINO,15,2017-11-19,2
266,2017-0140,1,2017-11-19,23:22:17,AU ARTURO FRONDIZI PKM 3100,AUTOPISTA,4,,,MOTO-PASAJEROS,MOTO,PASAJEROS,2017,CONDUCTOR,MASCULINO,24,2017-11-19,2
267,2017-0141,1,2017-11-23,19:45:00,AV. LA PLATA Y AV. PEDRO GOYENA,AVENIDA,6,-58.42717783,-34.62513374,PEATON-PASAJEROS,PEATON,PASAJEROS,2017,PEATON,FEMENINO,22,2017-11-23,2
268,2017-0143,1,2017-11-25,21:45:00,TRELLES Y GRAL. CESAR DIAZ,CALLE,11,-58.46442001,-34.60724519,AUTO-PASAJEROS,AUTO,PASAJEROS,2017,CONDUCTOR,MASCULINO,50,2017-11-25,2
269,2017-0144,1,2017-11-26,06:45:00,AV. CNEL. ROCA Y COLECTORA AV. GRAL. PAZ,GRAL PAZ,8,-58.47064556,-34.69843756,AUTO-OBJETO FIJO,AUTO,OBJETO FIJO,2017,PASAJERO_ACOMPAÑANTE,FEMENINO,50,2017-11-26,2
270,2017-0145,1,2017-11-26,17:05:00,MAZA Y DON BOSCO,CALLE,5,-58.41677733,-34.61223119,MOTO-AUTO,MOTO,AUTO,2017,CONDUCTOR,MASCULINO,58,2017-11-26,2
271,2017-0147,1,2017-11-28,11:15:00,AV. GRAL. PAZ Y AV. EVA PERON,GRAL PAZ,9,-58.5025179,-34.67450313,MOTO-AUTO,MOTO,AUTO,2017,CONDUCTOR,MASCULINO,49,2017-11-28,2
272,2017-0148,1,2017-11-29,10:45:00,AV. SAN JUAN Y LA RIOJA,AVENIDA,3,-58.40708125,-34.62438894,PEATON-PASAJEROS,PEATON,PASAJEROS,2017,PEATON,FEMENINO,82,2017-11-29,2
273,2017-0149,1,2017-11-30,12:20:00,AV. PASEO COLON Y MEXICO,AVENIDA,1,-58.36947198,-34.61477051,PEATON-PASAJEROS,PEATON,PASAJEROS,2017,PEATON,MASCULINO,13,2017-11-30,2
274,2017-0150,1,2017-12-04,01:15:00,AV. RIVADAVIA Y MIRALLA,AVENIDA,9,-58.51140889,-34.63934531,PEATON-AUTO,PEATON,AUTO,2017,PEATON,MASCULINO,56,2017-12-04,2
275,2017-0151,1,2017-12-04,02:15:00,VIEYTES Y LUJAN,CALLE,4,-58.37460912,-34.65559133,PEATON-PASAJEROS,PEATON,PASAJEROS,2017,PEATON,MASCULINO,42,2017-12-04,2
276,2017-0152,1,2017-12-06,17:30:00,CACHI Y TRAFUL,CALLE,4,-58.41146277,-34.65073916,BICICLETA-PASAJEROS,BICICLETA,PASAJEROS,2017,CICLISTA,MASCULINO,19,2017-12-06,2
277,2017-0153,2,2017-12-11,02:00:00,ROSARIO Y AV. LA PLATA,AVENIDA,6,-58.42855267,-34.61829385,MOTO-PASAJEROS,MOTO,PASAJEROS,2017,PASAJERO_ACOMPAÑANTE,MASCULINO,42,2017-12-12,2
278,2017-0153,2,2017-12-11,02:00:00,ROSARIO Y AV. LA PLATA,AVENIDA,6,-58.42855267,-34.61829385,MOTO-PASAJEROS,MOTO,PASAJEROS,2017,CONDUCTOR,MASCULINO,30,2017-12-12,2
279,2017-0154,1,2017-12-11,09:15:00,AV. ENTRE RIOS Y AV. CASEROS,AVENIDA,4,-58.39035581,-34.63412287,PEATON-PASAJEROS,PEATON,PASAJEROS,2017,PEATON,MASCULINO,76,2017-12-11,2
280,2017-0155,1,2017-12-12,21:25:41,AV. RIVADAVIA 6350,AVENIDA,7,-58.45593915,-34.62656868,SD-MOTO,NO IDENTIFICADO,MOTO,2017,NO IDENTIFICADO,MASCULINO,77,2017-12-12,2
281,2017-0157,1,2017-12-17,09:02:00,AV. GRAL. PAZ Y HUMAITA,GRAL PAZ,9,-58.52866211,-34.64597065,AUTO-PASAJEROS,AUTO,PASAJEROS,2017,CONDUCTOR,MASCULINO,53,2017-12-17,2
282,2017-0158,1,2017-12-18,21:30:00,GUALEGUAYCHU Y COLECTORA AV. GRAL PAZ,GRAL PAZ,11,-58.52037476,-34.59407024,MOTO-AUTO,MOTO,AUTO,2017,CONDUCTOR,MASCULINO,32,2017-12-18,2
283,2017-0159,1,2017-12-20,04:31:27,AV. INDEPENDENCIA Y VIRREY CEVALLOS,AVENIDA,1,-58.38896772,-34.61799615,MOTO-AUTO,MOTO,AUTO,2017,CONDUCTOR,MASCULINO,27,2017-12-20,2
284,2017-0160,1,2017-12-22,13:15:00,AV. NAZCA 365,AVENIDA,7,-58.47074114,-34.62771756,PEATON-MOTO,PEATON,MOTO,2017,PEATON,FEMENINO,30,2017-12-22,2
285,2017-0161,1,2017-12-26,15:30:00,AV. EVA PERON 5249,AVENIDA,9,-58.48200819,-34.65969965,PEATON-AUTO,PEATON,AUTO,2017,PEATON,FEMENINO,30,2017-12-26,2
286,2018-0001,1,2018-01-01,22:50:00,Av. San Juan Y Rincón,AVENIDA,3,-58.39536773,-34.62297346,PEATON-MOTO,PEATON,MOTO,2018,PEATON,MASCULINO,83,2018-01-02,1
287,2018-0002,1,2018-01-03,16:40:00,Peru 937,CALLE,1,-58.37456088,-34.61895467,BICICLETA-PASAJEROS,BICICLETA,PASAJEROS,2018,CICLISTA,FEMENINO,26,2018-01-03,1
288,2018-0003,1,2018-01-05,10:12:00,Av. Pueyrredon Honorio Dr. y Galicia,AVENIDA,15,-58.44860217,-34.60395657,MULTIPLE,PEATON,MULTIPLE,2018,PEATON,FEMENINO,58,2018-01-05,1
289,2018-0004,1,2018-01-09,09:40:00,Av. Del Libertador y Manzanares,AVENIDA,13,-58.46129513,-34.54332766,MULTIPLE,MOTO,MULTIPLE,2018,CONDUCTOR,MASCULINO,39,2018-01-09,1
290,2018-0005,1,2018-01-09,22:30:00,Av. Paseo Colon 1019,AVENIDA,1,-58.36907201,-34.61953517,PEATON-PASAJEROS,PEATON,PASAJEROS,2018,PEATON,MASCULINO,54,2018-01-09,1
291,2018-0006,1,2018-01-10,21:15:00,Valle y Barco Centenera Del,CALLE,6,-58.44062219,-34.62499107,BICICLETA-PASAJEROS,BICICLETA,PASAJEROS,2018,CICLISTA,FEMENINO,45,2018-01-10,1
292,2018-0007,1,2018-01-11,02:30:00,AU Perito Moreno KM 0.6,AUTOPISTA,9,-58.52502765,-34.63601265,AUTO-AUTO,AUTO,AUTO,2018,CONDUCTOR,MASCULINO,46,2018-01-11,1
293,2018-0008,1,2018-01-12,17:50:00,Av. Huergo Ing. e Independencia Av.,AVENIDA,1,-58.36659655,-34.61687778,MOTO-CARGAS,MOTO,CARGAS,2018,CONDUCTOR,FEMENINO,32,2018-01-12,1
294,2018-0009,1,2018-01-14,02:00:00,Av. Pilcomayo y Brown Alte.,AVENIDA,4,-58.36737389,-34.62763661,MOTO-MOTO,MOTO,MOTO,2018,CONDUCTOR,MASCULINO,19,2018-01-14,1
295,2018-0010,1,2018-01-18,05:10:00,Cervantes y Belaustegui Luis Dr.,CALLE,10,-58.49807953,-34.63038658,MOTO-CARGAS,MOTO,CARGAS,2018,CONDUCTOR,MASCULINO,40,2018-01-18,1
296,2018-0011,1,2018-01-19,10:30:00,Callao y Vte. Lopez,AVENIDA,2,-58.39092703,-34.59088447,PEATON-PASAJEROS,PEATON,PASAJEROS,2018,PEATON,MASCULINO,84,2018-01-19,1
297,2018-0012,1,2018-01-26,13:30:00,Oliden y Chilavert Martiniano Coronel,CALLE,8,-58.46912006,-34.68049201,MOTO-PASAJEROS,MOTO,PASAJEROS,2018,CONDUCTOR,MASCULINO,20,2018-01-26,1
298,2018-0013,1,2018-01-28,08:15:00,Av. Congreso y Galvan,AVENIDA,12,-58.48661286,-34.56786129,MOTO-AUTO,MOTO,AUTO,2018,CONDUCTOR,MASCULINO,44,2018-01-28,1
299,2018-0014,1,2018-01-31,20:00:00,Av. Moreno Perito y Rivera Indarte,AVENIDA,7,-58.44074927,-34.65080597,PEATON-MOTO,PEATON,MOTO,2018,PEATON,MASCULINO,42,2018-02-04,1
300,2018-0015,2,2018-02-06,01:00:00,Av. Australia 2800,AVENIDA,4,-58.38636298,-34.64684275,MOTO-PASAJEROS,MOTO,PASAJEROS,2018,CONDUCTOR,MASCULINO,28,2018-02-06,1
301,2018-0015,2,2018-02-06,01:00:00,Av. Australia 2800,AVENIDA,4,-58.38636298,-34.64684275,MOTO-PASAJEROS,MOTO,PASAJEROS,2018,PASAJERO_ACOMPAÑANTE,MASCULINO,19,2018-02-06,1
302,2018-0016,1,2018-02-15,10:15:00,Av. Del Libertador y Ramos Mejia Jose Maria Dr. Av.,AVENIDA,1,-58.37533517,-34.59276462,MOTO-CARGAS,MOTO,CARGAS,2018,CONDUCTOR,MASCULINO,31,2018-02-15,1
303,2018-0017,1,2018-02-17,04:15:00,Av. San Pedrito y Rivadavia Av.,AVENIDA,7,-58.46963952,-34.63070603,PEATON-AUTO,PEATON,AUTO,2018,PEATON,MASCULINO,35,2018-02-20,1
304,2018-0018,1,2018-02-17,07:15:00,Isabel La Catolica y Salvadores Cnel.,CALLE,4,-58.37207554,-34.64543658,MOTO-CARGAS,MOTO,CARGAS,2018,CONDUCTOR,MASCULINO,26,2018-02-17,1
305,2018-0019,1,2018-02-17,12:30:00,Av. Las Heras General y Callao Av.,AVENIDA,2,-58.39189441,-34.59176378,PEATON-PASAJEROS,PEATON,PASAJEROS,2018,PEATON,FEMENINO,80,2018-02-17,1
306,2018-0020,1,2018-02-19,22:00:00,Fernandez de la Cruz Subida AU Héctor J. Cámpora,AUTOPISTA,8,-58.45012957,-34.66518343,MOTO-CARGAS,MOTO,CARGAS,2018,CONDUCTOR,MASCULINO,26,2018-02-19,1
307,2018-0021,1,2018-02-22,10:45:00,AMANCIO ALCORTA Y ZAVALETA,AVENIDA,4,-58.40184094,-34.64546845,PEATON-PASAJEROS,PEATON,PASAJEROS,2018,PEATON,FEMENINO,62,2018-02-22,1
308,2018-0022,1,2018-02-24,00:00:00,Montes De Oca Manuel y Olavarria,AVENIDA,4,-58.37441153,-34.63966783,MOTO-CARGAS,MOTO,CARGAS,2018,CONDUCTOR,MASCULINO,28,2018-02-24,1
309,2018-0023,1,2018-02-24,06:00:00,Barco Centenera Del y Rosario,CALLE,6,-58.44110156,-34.62082399,MOTO-AUTO,MOTO,AUTO,2018,CONDUCTOR,MASCULINO,28,2018-02-24,1
310,2018-0024,1,2018-02-28,23:00:00,Av. Alvarez Thomas y Donado,AVENIDA,15,-58.47087351,-34.57827342,PEATON-CARGAS,PEATON,CARGAS,2018,PEATON,MASCULINO,70,2018-02-28,1
311,2018-0025,1,2018-03-04,22:30:00,Av. Avellaneda y Av. Boyacá,AVENIDA,7,-58.4596221,-34.6224514,PEATON-AUTO,PEATON,AUTO,2018,PEATON,MASCULINO,70,2018-03-05,1
312,2018-0026,2,2018-03-09,04:45:00,Av. Rabanal Francisco Intendente y Saenz Av.,AVENIDA,4,-58.41657793,-34.65476216,MOVIL-CARGAS,MOVIL,CARGAS,2018,CONDUCTOR,MASCULINO,24,2018-03-09,1
313,2018-0026,2,2018-03-09,04:45:00,Av. Rabanal Francisco Intendente y Saenz Av.,AVENIDA,4,-58.41657793,-34.65476216,MOVIL-CARGAS,MOVIL,CARGAS,2018,PASAJERO_ACOMPAÑANTE,MASCULINO,30,2018-03-09,1
314,2018-0027,1,2018-03-11,23:00:00,Castro y Rondeau,CALLE,5,-58.41911301,-34.63722107,PEATON-MOTO,PEATON,MOTO,2018,PEATON,FEMENINO,74,2018-03-11,1
315,2018-0028,1,2018-03-13,15:45:00,Av. Bilbao Francisco y Azul,AVENIDA,9,-58.47120586,-34.64251042,PEATON-CARGAS,PEATON,CARGAS,2018,PEATON,MASCULINO,71,2018-03-13,1
316,2018-0029,1,2018-03-15,18:00:00,Av. Nazca y Gaona Av.,AVENIDA,11,-58.47418944,-34.62049672,MOTO-AUTO,MOTO,AUTO,2018,CONDUCTOR,MASCULINO,26,2018-03-15,1
317,2018-0030,1,2018-03-20,01:30:00,Av. Plaza y Alvarez Thomas,AVENIDA,15,-58.46720441,-34.57905579,MOTO-MOTO,MOTO,MOTO,2018,CONDUCTOR,MASCULINO,24,2018-03-20,1
318,2018-0031,1,2018-03-28,10:15:00,Av. Gaona y Artigas Jose Gervasio Gral.,AVENIDA,11,-58.46909362,-34.6177971,MOTO-CARGAS,MOTO,CARGAS,2018,CONDUCTOR,MASCULINO,31,2018-03-28,1
319,2018-0032,1,2018-04-02,13:00:00,Av. Cabildo y Aguilar,AVENIDA,13,-58.44704343,-34.5688864,PEATON-PASAJEROS,PEATON,PASAJEROS,2018,PEATON,MASCULINO,70,2018-04-02,1
320,2018-0033,1,2018-04-07,07:30:00,Av. Camarones y Lope De Vega,AVENIDA,10,-58.50535541,-34.62902048,MOTO-CARGAS,MOTO,CARGAS,2018,CONDUCTOR,FEMENINO,42,2018-04-10,1
321,2018-0034,1,2018-04-11,18:15:00,Av. Santa Fe 2320,AVENIDA,2,-58.40021675,-34.59522198,PEATON-PASAJEROS,PEATON,PASAJEROS,2018,PEATON,MASCULINO,24,2018-04-11,1
322,2018-0035,1,2018-04-12,16:45:00,Av. Rivadavia 6950,AVENIDA,7,-58.46325991,-34.62919627,PEATON-PASAJEROS,PEATON,PASAJEROS,2018,PEATON,FEMENINO,39,2018-04-12,1
323,2018-0036,1,2018-04-13,23:15:00,Av. San Martín y Argerich,AVENIDA,15,-58.49471482,-34.59694755,MOTO-AUTO,MOTO,AUTO,2018,CONDUCTOR,MASCULINO,37,2018-04-15,1
324,2018-0037,1,2018-04-18,18:45:00,Av. Cordoba y Uriburu Jose E. Pres.,AVENIDA,2,-58.3987261,-34.59975962,PEATON-CARGAS,PEATON,CARGAS,2018,PEATON,MASCULINO,84,2018-04-19,1
325,2018-0038,2,2018-04-20,17:10:00,AV. RIVADAVIA 1571,AVENIDA,1,-58.38872177,-34.60885045,PEATON-AUTO,PEATON,AUTO,2018,PEATON,FEMENINO,59,2018-04-20,1
326,2018-0038,2,2018-04-20,17:10:00,AV. RIVADAVIA 1571,AVENIDA,1,-58.38872177,-34.60885045,PEATON-AUTO,PEATON,AUTO,2018,PEATON,MASCULINO,61,2018-04-20,1
327,2018-0039,1,2018-04-21,22:15:00,AUTOPISTA LUGONES KM 4.7,AUTOPISTA,14,,,PEATON-AUTO,PEATON,AUTO,2018,PEATON,MASCULINO,37,2018-04-21,1
328,2018-0040,1,2018-04-27,11:00:00,Ramon Freire y Virrey Olaguer y Feliu,CALLE,13,-58.45686132,-34.57305993,PEATON-CARGAS,PEATON,CARGAS,2018,PEATON,FEMENINO,42,2018-04-27,1
329,2018-0041,1,2018-04-27,13:30:00,Av. La Plata y Fernandez De La Cruz F. Gral. Av.,AVENIDA,4,-58.42281627,-34.64282424,PEATON-PASAJEROS,PEATON,PASAJEROS,2018,PEATON,FEMENINO,78,2018-04-27,1
330,2018-0042,1,2018-04-27,18:43:00,BRANDSEN y PERDRIEL,CALLE,4,-58.38666024,-34.63953396,MOTO-CARGAS,MOTO,CARGAS,2018,PASAJERO_ACOMPAÑANTE,MASCULINO,23,2018-04-27,1
331,2018-0043,1,2018-04-28,06:30:00,Av. Vilardebo Teodoro y Alvarez Jonte,AVENIDA,11,-58.49122843,-34.61207587,MOTO-AUTO,MOTO,AUTO,2018,CONDUCTOR,MASCULINO,25,2018-04-29,1
332,2018-0044,1,2018-04-28,09:00:00,Av. Alberti e Independencia,AVENIDA,3,-58.40098306,-34.61866627,PEATON-AUTO,PEATON,AUTO,2018,PEATON,FEMENINO,50,2018-04-28,1
333,2018-0045,1,2018-04-30,07:00:00,Av. Alvarez Thomas 879,AVENIDA,13,-58.45448963,-34.5791692,AUTO-CARGAS,AUTO,CARGAS,2018,CONDUCTOR,MASCULINO,60,2018-04-30,1
334,2018-0046,1,2018-05-02,03:15:00,Av. Gral. Paz y Av. Rivadavia,GRAL PAZ,9,-58.52927982,-34.63931752,PEATON-AUTO,PEATON,AUTO,2018,PEATON,MASCULINO,11,2018-05-02,1
335,2018-0047,1,2018-05-08,19:00:00,Av. Corrientes y Av. Dorrego,AVENIDA,15,-58.44759966,-34.5917024,PEATON-PASAJEROS,PEATON,PASAJEROS,2018,PEATON,MASCULINO,82,2018-05-09,1
336,2018-0048,1,2018-05-09,10:30:00,Av. Rivadavia y Pedernera,AVENIDA,7,-58.46411215,-34.62925068,PEATON-PASAJEROS,PEATON,PASAJEROS,2018,PEATON,MASCULINO,57,2018-05-16,1
337,2018-0049,1,2018-05-11,19:15:00,Quesada 2300,CALLE,13,-58.4621322,-34.55395823,PEATON-AUTO,PEATON,AUTO,2018,PEATON,FEMENINO,40,2018-05-13,1
338,2018-0050,1,2018-05-14,18:45:00,Av. Cabildo y Juramento Av.,AVENIDA,13,-58.45669422,-34.5620361,PEATON-PASAJEROS,PEATON,PASAJEROS,2018,PEATON,FEMENINO,47,2018-05-24,1
339,2018-0051,1,2018-05-15,21:15:00,California y Carbonari Francisco Cmte.,CALLE,4,-58.3597716,-34.64341878,PEATON-AUTO,PEATON,AUTO,2018,PEATON,FEMENINO,57,2018-05-15,1
